what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338681477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338687689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338697013
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338698651
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338703219
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297338705379
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297338706465
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338707375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297338713776
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338714740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338721810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338725659
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338739345
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338742449
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338748450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338750573
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338756084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338757089
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338760019
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1297338761444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338762476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338765056
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338767628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338768817
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297338771114
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297338771282
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1297338772660
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338774575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338778559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338780493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338785496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338787489
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1297338801495
