what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297338288524
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1297338299020
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297338299283
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338301008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338309881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338312674
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297338316567
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297338319351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1297338323211
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297338329487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338340508
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338340609
error,log,,,"Unhandled event loop exception",1297338340647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338344822
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338344961
error,log,,,"Unhandled event loop exception",1297338345021
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338348910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338349025
error,log,,,"Unhandled event loop exception",1297338349075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338350487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297338352388
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297338355314
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297338364924
