what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297327963671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297327965667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297327970048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297327970165
error,log,,,"Unhandled event loop exception",1297327970262
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297327974746
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297327974919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1297327977256
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297327987486
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297327987670
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297327989882
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297328009172
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1297328011385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297328012851
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297328014097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328019059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328199079
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328199465
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328327530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328328322
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328503303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328506018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297328506277
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1297328508273
