what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297325889120
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325948836
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949021
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949460
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949772
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1297325949924
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297325952335
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297325957937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297325959338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297325959936
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297325980032
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297325985012
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297325986278
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297325987127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297325988070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297326077066
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297326082318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297326082980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297326177712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297326180062
