what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1297332499501
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1297332502652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332511295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332511427
error,log,,,"Unhandled event loop exception",1297332511497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332513048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332518180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297332518982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332520599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332524414
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332529929
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332534194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332537965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332538742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332541153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332542142
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1297332553574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297332554033
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297332554763
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332559588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332560795
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1297332574148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332578269
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332583898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332584497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297332591400
