1,03/18/10,12.129.193.235,154.11.98.18
2,03/18/10,12.129.193.235,164.128.251.50
3,03/18/10,12.129.193.235,196.25.9.46
4,03/18/10,12.129.193.235,203.202.125.6
5,03/18/10,12.129.193.235,212.241.174.1
6,03/18/10,12.129.193.235,213.192.191.82
7,03/18/10,12.129.193.235,213.200.64.94
8,03/18/10,12.129.193.235,216.113.10.50
9,03/18/10,12.129.193.235,216.18.63.214
10,03/18/10,12.129.193.235,216.191.14.250
11,03/18/10,12.129.193.235,62.48.45.129
12,03/18/10,12.129.193.235,64.135.5.58
13,03/18/10,12.129.193.235,66.162.47.58
14,03/18/10,12.129.193.235,66.209.87.106
15,03/18/10,12.129.193.235,69.31.111.255
16,03/18/10,12.129.193.235,86.55.0.50
17,03/18/10,164.128.251.50,12.129.193.235
18,03/18/10,164.128.251.50,154.11.98.18
19,03/18/10,164.128.251.50,196.25.9.46
20,03/18/10,164.128.251.50,203.202.125.6
21,03/18/10,164.128.251.50,212.241.174.1
22,03/18/10,164.128.251.50,213.192.191.82
23,03/18/10,164.128.251.50,213.200.64.94
24,03/18/10,164.128.251.50,216.113.10.50
25,03/18/10,164.128.251.50,216.18.63.214
26,03/18/10,164.128.251.50,216.191.14.250
27,03/18/10,164.128.251.50,62.48.45.129
28,03/18/10,164.128.251.50,64.135.5.58
29,03/18/10,164.128.251.50,66.162.47.58
30,03/18/10,164.128.251.50,66.209.87.106
31,03/18/10,164.128.251.50,69.31.111.255
32,03/18/10,164.128.251.50,86.55.0.50
33,03/18/10,196.25.9.46,12.129.193.235
34,03/18/10,196.25.9.46,154.11.98.18
35,03/18/10,196.25.9.46,164.128.251.50
36,03/18/10,196.25.9.46,203.202.125.6
37,03/18/10,196.25.9.46,212.241.174.1
38,03/18/10,196.25.9.46,213.192.191.82
39,03/18/10,196.25.9.46,213.200.64.94
40,03/18/10,196.25.9.46,216.113.10.50
41,03/18/10,196.25.9.46,216.18.63.214
42,03/18/10,196.25.9.46,216.191.14.250
43,03/18/10,196.25.9.46,62.48.45.129
44,03/18/10,196.25.9.46,64.135.5.58
45,03/18/10,196.25.9.46,66.162.47.58
46,03/18/10,196.25.9.46,66.209.87.106
47,03/18/10,196.25.9.46,69.31.111.255
48,03/18/10,196.25.9.46,86.55.0.50
49,03/18/10,203.202.125.6,12.129.193.235
50,03/18/10,203.202.125.6,154.11.98.18
51,03/18/10,203.202.125.6,164.128.251.50
52,03/18/10,203.202.125.6,196.25.9.46
53,03/18/10,203.202.125.6,212.241.174.1
54,03/18/10,203.202.125.6,213.192.191.82
55,03/18/10,203.202.125.6,213.200.64.94
56,03/18/10,203.202.125.6,216.113.10.50
57,03/18/10,203.202.125.6,216.18.63.214
58,03/18/10,203.202.125.6,216.191.14.250
59,03/18/10,203.202.125.6,62.48.45.129
60,03/18/10,203.202.125.6,64.135.5.58
61,03/18/10,203.202.125.6,66.162.47.58
62,03/18/10,203.202.125.6,66.209.87.106
63,03/18/10,203.202.125.6,69.31.111.255
64,03/18/10,203.202.125.6,86.55.0.50
65,03/18/10,212.241.174.1,12.129.193.235
66,03/18/10,212.241.174.1,154.11.98.18
67,03/18/10,212.241.174.1,164.128.251.50
68,03/18/10,212.241.174.1,196.25.9.46
69,03/18/10,212.241.174.1,203.202.125.6
70,03/18/10,212.241.174.1,213.192.191.82
71,03/18/10,212.241.174.1,213.200.64.94
72,03/18/10,212.241.174.1,216.113.10.50
73,03/18/10,212.241.174.1,216.18.63.214
