0,2010-03-19,12.129.193.235,154.11.98.18
0,2010-03-19,12.129.193.235,164.128.251.50
0,2010-03-19,12.129.193.235,196.25.9.46
0,2010-03-19,12.129.193.235,203.202.125.6
0,2010-03-19,12.129.193.235,212.241.174.1
0,2010-03-19,12.129.193.235,213.192.191.82
0,2010-03-19,12.129.193.235,213.200.64.94
0,2010-03-19,12.129.193.235,216.113.10.50
0,2010-03-19,12.129.193.235,216.18.63.214
0,2010-03-19,12.129.193.235,216.191.14.250
0,2010-03-19,12.129.193.235,62.48.45.129
0,2010-03-19,12.129.193.235,64.135.5.58
0,2010-03-19,12.129.193.235,66.162.47.58
0,2010-03-19,12.129.193.235,66.209.87.106
0,2010-03-19,12.129.193.235,69.31.111.255
0,2010-03-19,12.129.193.235,86.55.0.50
0,2010-03-19,154.11.98.18,12.129.193.235
0,2010-03-19,154.11.98.18,154.11.98.18
0,2010-03-19,154.11.98.18,164.128.251.50
0,2010-03-19,154.11.98.18,196.25.9.46
0,2010-03-19,154.11.98.18,203.202.125.6
0,2010-03-19,154.11.98.18,212.241.174.1
0,2010-03-19,154.11.98.18,213.192.191.82
0,2010-03-19,154.11.98.18,213.200.64.94
0,2010-03-19,154.11.98.18,216.113.10.50
0,2010-03-19,154.11.98.18,216.18.63.214
0,2010-03-19,154.11.98.18,216.191.14.250
0,2010-03-19,154.11.98.18,62.48.45.129
0,2010-03-19,154.11.98.18,64.135.5.58
0,2010-03-19,154.11.98.18,66.162.47.58
0,2010-03-19,154.11.98.18,66.209.87.106
0,2010-03-19,154.11.98.18,69.31.111.255
0,2010-03-19,154.11.98.18,86.55.0.50
0,2010-03-19,164.128.251.50,12.129.193.235
0,2010-03-19,164.128.251.50,154.11.98.18
0,2010-03-19,164.128.251.50,196.25.9.46
0,2010-03-19,164.128.251.50,203.202.125.6
0,2010-03-19,164.128.251.50,212.241.174.1
0,2010-03-19,164.128.251.50,213.192.191.82
0,2010-03-19,164.128.251.50,213.200.64.94
0,2010-03-19,164.128.251.50,216.113.10.50
0,2010-03-19,164.128.251.50,216.18.63.214
0,2010-03-19,164.128.251.50,216.191.14.250
0,2010-03-19,164.128.251.50,62.48.45.129
0,2010-03-19,164.128.251.50,64.135.5.58
0,2010-03-19,164.128.251.50,66.162.47.58
0,2010-03-19,164.128.251.50,66.209.87.106
0,2010-03-19,164.128.251.50,69.31.111.255
0,2010-03-19,164.128.251.50,86.55.0.50
0,2010-03-19,196.25.9.46,12.129.193.235
0,2010-03-19,196.25.9.46,154.11.98.18
0,2010-03-19,196.25.9.46,164.128.251.50
0,2010-03-19,196.25.9.46,203.202.125.6
0,2010-03-19,196.25.9.46,212.241.174.1
0,2010-03-19,196.25.9.46,213.192.191.82
0,2010-03-19,196.25.9.46,213.200.64.94
0,2010-03-19,196.25.9.46,216.113.10.50
0,2010-03-19,196.25.9.46,216.18.63.214
0,2010-03-19,196.25.9.46,216.191.14.250
0,2010-03-19,196.25.9.46,62.48.45.129
0,2010-03-19,196.25.9.46,64.135.5.58
0,2010-03-19,196.25.9.46,66.162.47.58
0,2010-03-19,196.25.9.46,66.209.87.106
0,2010-03-19,196.25.9.46,69.31.111.255
0,2010-03-19,196.25.9.46,86.55.0.50
0,2010-03-19,203.202.125.6,12.129.193.235
0,2010-03-19,203.202.125.6,154.11.98.18
0,2010-03-19,203.202.125.6,164.128.251.50
0,2010-03-19,203.202.125.6,196.25.9.46
0,2010-03-19,203.202.125.6,212.241.174.1
0,2010-03-19,203.202.125.6,213.192.191.82
0,2010-03-19,203.202.125.6,213.200.64.94
0,2010-03-19,203.202.125.6,216.113.10.50
0,2010-03-19,203.202.125.6,216.18.63.214
0,2010-03-19,203.202.125.6,216.191.14.250
0,2010-03-19,203.202.125.6,62.48.45.129
0,2010-03-19,203.202.125.6,64.135.5.58
0,2010-03-19,203.202.125.6,66.162.47.58
0,2010-03-19,203.202.125.6,66.209.87.106
0,2010-03-19,203.202.125.6,69.31.111.255
0,2010-03-19,203.202.125.6,86.55.0.50
0,2010-03-19,212.241.174.1,12.129.193.235
0,2010-03-19,212.241.174.1,154.11.98.18
0,2010-03-19,212.241.174.1,164.128.251.50
0,2010-03-19,212.241.174.1,196.25.9.46
0,2010-03-19,212.241.174.1,203.202.125.6
0,2010-03-19,212.241.174.1,213.192.191.82
0,2010-03-19,212.241.174.1,213.200.64.94
0,2010-03-19,212.241.174.1,216.113.10.50
