what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1247028010480
java.specification.version,sysinfo,,,"1.5",1247028010480
java.vendor,sysinfo,,,"Apple Inc.",1247028010480
java.version,sysinfo,,,"1.5.0_19",1247028010480
java.vm.info,sysinfo,,,"mixed mode",1247028010480
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1247028010480
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1247028010480
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1247028010480
java.vm.specification.version,sysinfo,,,"1.0",1247028010480
java.vm.vendor,sysinfo,,,"Apple Inc.",1247028010480
java.vm.version,sysinfo,,,"1.5.0_19-137",1247028010480
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1247028013254
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1247028013255
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1247028016594
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1247028016692
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1247028016820
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1247028017917
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1247028017968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028033307
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028033974
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028034831
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028035389
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028036430
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247028058769
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1247028075701
