what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.5.0_19",1247019602417
java.vm.info,sysinfo,,,"mixed mode",1247019602417
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1247019602417
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1247019602417
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1247019602417
java.vm.specification.version,sysinfo,,,"1.0",1247019602417
java.vm.vendor,sysinfo,,,"Apple Inc.",1247019602417
java.vm.version,sysinfo,,,"1.5.0_19-137",1247019602417
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1247019607262
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1247019607263
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019614223
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019634134
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1247019634924
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1247019635233
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019635297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019638253
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.3,"org.tigris.subversion.clientadapter.javahl",1247019653975
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.2,"org.tigris.subversion.clientadapter.svnkit",1247019653976
started,bundle,org.tmatesoft.svnkit,1.3.0.5847,"org.tmatesoft.svnkit",1247019654074
error,log,,,"Category com.collabnet.desktop not found for view com.collabnet.subversion.merge.views.MergeResultsView.  This view added to 'Other' category.",1247019654489
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019654687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019743831
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.customizePerspective",1247019743890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019744280
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247019755703
