FROM 164.128.251.50.
FROM to 203.202.125.6
FROM to f0-1.route-server.playnet.it (62.48.45.129)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 0.000 msec 4.000 msec
 2 i64beb-000-pos1-0.bb.ip-plus.net (138.187.157.33) 0.000 msec 0.000 msec 4.000 msec
 3 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 4.000 msec 4.000 msec 4.000 msec
 4 fastweb-corelli-xxx1-0.ce.ip-plus.net (164.128.33.162) 8.000 msec 8.000 msec 8.000 msec
 5 93-63-100-37.ip27.fastwebnet.it (93.63.100.37) 8.000 msec 93-63-100-9.ip27.fastwebnet.it (93.63.100.9) 20.000 msec 93-63-100-41.ip27.fastwebnet.it (93.63.100.41) 12.000 msec
 6 93-63-100-18.ip27.fastwebnet.it (93.63.100.18) 16.000 msec 89.97.200.245 16.000 msec 20.000 msec
 7 89.97.200.91 20.000 msec 20.000 msec 89.97.200.83 24.000 msec
 8 193.42.140.4 24.000 msec 24.000 msec 24.000 msec
 9 vl21.core2.net.playnet.it (62.48.45.122) 24.000 msec 24.000 msec 24.000 msec
 10 f0-1.route-server.playnet.it (62.48.45.129) 20.000 msec * 20.000 msec
FROM to rs.ipv4ilink.net (86.55.0.50)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 200.000 msec 0.000 msec
 2 i64beb-000-pos1-0.bb.ip-plus.net (138.187.157.33) 200.000 msec 0.000 msec 204.000 msec
 3 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 68.000 msec 4.000 msec 4.000 msec
 4 i79zhh-015-ten1-2.bb.ip-plus.net (138.187.129.100) 4.000 msec 4.000 msec 4.000 msec
 5 i79tix-015-ten1-1.bb.ip-plus.net (138.187.129.74) 4.000 msec 4.000 msec 0.000 msec
 6 zch-b1-link.telia.net (213.248.90.237) 0.000 msec 0.000 msec 4.000 msec
 7 ffm-bb2-link.telia.net (80.91.249.115) 16.000 msec 12.000 msec 16.000 msec
 8 ffm-b10-link.telia.net (80.91.251.250) 12.000 msec ffm-b10-link.telia.net (80.91.251.124) 12.000 msec 12.000 msec
 9 te-9-3-0.edge4.Frankfurt1.level3.net (4.68.111.101) 12.000 msec xe-4-2-0.edge4.Frankfurt1.level3.net (4.68.63.121) 16.000 msec te-9-3-0.edge4.Frankfurt1.level3.net (4.68.111.101) 12.000 msec
 10 ae-2-79.edge6.Frankfurt1.Level3.net (4.68.23.78) 16.000 msec ae-3-89.edge6.Frankfurt1.Level3.net (4.68.23.142) 12.000 msec ae-4-99.edge6.Frankfurt1.Level3.net (4.68.23.206) 16.000 msec
 11 wFrnk-ten83-level3.de.ipv4ilink.net (193.19.195.50) 112.000 msec 28.000 msec 16.000 msec
 12 wNx-ten84-v17-wFrnk.b.ipv4ilink.net (193.19.195.33) 60.000 msec 44.000 msec 44.000 msec
 13 iNx-ten149-v700-wNx.b.ipv4ilink.net (193.19.194.134) 44.000 msec 44.000 msec 44.000 msec
 14 bbNx-ten16-v20-iNx.b.ipv4ilink.net (193.19.194.210) 44.000 msec 40.000 msec 40.000 msec
 15 bbUnr-ten22-v41-bbNx.b.ipv4ilink.net (193.19.195.9) 40.000 msec 40.000 msec 44.000 msec
 16 aUnr-po12-v27-bbUnr.b.ipv4ilink.net (193.19.194.62) 40.000 msec 40.000 msec 40.000 msec
 17 rs.ipv4ilink.net (86.55.0.50) 44.000 msec 44.000 msec 48.000 msec
FROM to tpr-route-server.saix.net (196.25.9.46)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 0.000 msec 4.000 msec
 2 i64beb-000-pos1-0.bb.ip-plus.net (138.187.157.33) 0.000 msec 0.000 msec 0.000 msec
 3 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 4.000 msec 4.000 msec 4.000 msec
 4 i79zhh-015-ten1-2.bb.ip-plus.net (138.187.129.100) 4.000 msec 4.000 msec 0.000 msec
 5 i79tix-015-ten1-1.bb.ip-plus.net (138.187.129.74) 0.000 msec 0.000 msec 0.000 msec
 6 213.200.70.37 4.000 msec 4.000 msec 4.000 msec
 7 xe-7-3-0.lon20.ip4.tinet.net (89.149.187.218) 20.000 msec 20.000 msec xe-9-1-0.lon20.ip4.tinet.net (89.149.185.193) 20.000 msec
 8 telkom-gw.ip4.tinet.net (77.67.64.246) 20.000 msec 20.000 msec 20.000 msec
 9 tpr-ip-esr-1-ge-6-0-0.telkom-ipnet.co.za (196.43.10.86) 204.000 msec 208.000 msec 204.000 msec
 10 tpr-route-server.saix.net (196.25.9.46) 208.000 msec * 208.000 msec
FROM to lo1.route-server.as5413.net (212.241.174.1)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 0.000 msec 0.000 msec
 2 i64beb-010-fas3-0.bb.ip-plus.net (138.187.157.5) 0.000 msec 0.000 msec 4.000 msec
 3 i68geb-005-gig2-1.bb.ip-plus.net (138.187.130.180) 4.000 msec 4.000 msec 0.000 msec
 4 i68ixe-005-ten2-1.bb.ip-plus.net (138.187.130.25) 0.000 msec 4.000 msec 4.000 msec
 5 i00lon-015-ten2-1.bb.ip-plus.net (138.187.129.110) 20.000 msec 24.000 msec 20.000 msec
 6 te1-3.cr05.tn5.bb.gxn.net (195.66.224.29) 32.000 msec 32.000 msec 20.000 msec
 7 gi1-1-6.ar01.hx2.bb.gxn.net (62.72.142.142) 24.000 msec 24.000 msec 24.000 msec
 8 * * * 
FROM to route-server.ord1.nlayer.net (69.31.111.255)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 4.000 msec 0.000 msec
 2 i64beb-000-pos1-0.bb.ip-plus.net (138.187.157.33) 0.000 msec 4.000 msec 0.000 msec
 3 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 4.000 msec 4.000 msec 4.000 msec
 4 i00nye-005-pos9-0.bb.ip-plus.net (138.187.159.22) 92.000 msec 96.000 msec 92.000 msec
 5 paix.xe-5-3-0.cr1.nyc2.us.nlayer.net (198.32.118.91) 92.000 msec 96.000 msec 92.000 msec
 6 xe-3-2-0.cr2.ord1.us.nlayer.net (69.22.142.85) 116.000 msec 116.000 msec 120.000 msec
 7 po2-30g.ar1.ord1.us.nlayer.net (69.31.111.138) 116.000 msec 116.000 msec 116.000 msec
 8 route-server.ord1.nlayer.net (69.31.111.255) 112.000 msec 112.000 msec 116.000 msec
FROM to route-server.twtelecom.net (66.162.47.58)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 4.000 msec 0.000 msec
 2 i64beb-000-pos1-0.bb.ip-plus.net (138.187.157.33) 0.000 msec 0.000 msec 0.000 msec
 3 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 4.000 msec 0.000 msec 4.000 msec
 4 i00nye-005-pos9-0.bb.ip-plus.net (138.187.159.22) 92.000 msec 92.000 msec 92.000 msec
 5 NYCL-PEER-03.twtelecom.net (198.32.118.36) 92.000 msec 92.000 msec 92.000 msec
 6 hagg-03-ge-1-0-0.dnvr.twtelecom.net (66.192.245.116) 144.000 msec 144.000 msec 144.000 msec
 7 route-server.twtelecom.net (66.162.47.58) 144.000 msec * 140.000 msec
FROM to route-server.host.net (64.135.5.58)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 0.000 msec 0.000 msec
 2 i64beb-010-fas3-0.bb.ip-plus.net (138.187.157.5) 0.000 msec 4.000 msec 0.000 msec
 3 i68geb-005-gig2-1.bb.ip-plus.net (138.187.130.180) 4.000 msec 4.000 msec 4.000 msec
 4 i00eqx-005-pos6-0.bb.ip-plus.net (138.187.159.46) 96.000 msec 96.000 msec 96.000 msec
 5 eqx.20ge.iad.wvfiber.net (206.223.115.47) 96.000 msec 96.000 msec 96.000 msec
 6 mia-ten3-2-ash-ten7-5.wvfiber.net (66.216.1.121) 124.000 msec 120.000 msec 120.000 msec
 7 host-wvfiber-miami.wvfiber.net (66.216.1.126) 124.000 msec 124.000 msec 124.000 msec
 8 te2-2.cr01.swd.mia.host.net (64.135.0.42) 120.000 msec 124.000 msec 124.000 msec
 9 te3-1.cr01.903.bct.host.net (64.135.0.5) 124.000 msec 124.000 msec 124.000 msec
 10 route-server.host.net (64.135.5.58) 124.000 msec * 124.000 msec
FROM to priority.demarc.switchnap.com (66.209.87.106)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 4.000 msec 0.000 msec 0.000 msec
 2 i64beb-010-fas3-0.bb.ip-plus.net (138.187.157.5) 4.000 msec 4.000 msec 0.000 msec
 3 i68geb-005-gig2-1.bb.ip-plus.net (138.187.130.180) 4.000 msec 4.000 msec 4.000 msec
 4 i00eqx-005-pos6-0.bb.ip-plus.net (138.187.159.46) 96.000 msec 96.000 msec 92.000 msec
 5 eqx.20ge.iad.wvfiber.net (206.223.115.47) 96.000 msec 96.000 msec 96.000 msec
 6 atl-ten3-1-ash-ten3-1.wvfiber.net (66.216.1.157) 108.000 msec 112.000 msec 108.000 msec
 7 nsh-ten4-1-atl-ten3-2.wvfiber.net (64.127.130.58) 120.000 msec 116.000 msec 116.000 msec
 8 dal-ten2-1-nsh-ten1-4.wvfiber.net (64.127.130.50) 128.000 msec 128.000 msec 132.000 msec
 9 phx-ten1-1-dal-ten2-4.wvfiber.net (64.127.128.238) 156.000 msec 156.000 msec 156.000 msec
 10 la-ten3-3-phx-ten2-1.wvfiber.net (64.127.128.145) 180.000 msec 180.000 msec 180.000 msec
 11 veg-ten1-3-la-ten1-3.wvfiber.net (66.186.192.22) 172.000 msec 172.000 msec 168.000 msec
 12 cust-lv-ten1-4.wvfiber.net (66.186.192.46) 172.000 msec 180.000 msec 168.000 msec
 13 te4-1.las-esw09.switchnap.com (66.209.64.194) 172.000 msec 184.000 msec 168.000 msec
 14 priority.demarc.switchnap.com (66.209.87.106) 288.000 msec * 180.000 msec
FROM to route-server.cerf.net (12.129.193.235)
 1 i64beb-iv6-gig1-0.bb.ip-plus.net (164.128.251.1) 0.000 msec 0.000 msec 0.000 msec
 2 i64beb-010-fas3-0.bb.ip-plus.net (138.187.157.5) 0.000 msec 0.000 msec 0.000 msec
 3 i64beb-000-gig0-2x1.bb.ip-plus.net (138.187.129.137) 0.000 msec 0.000 msec 4.000 msec
 4 i79zhh-005-gig4-1-3.bb.ip-plus.net (138.187.130.160) 4.000 msec 4.000 msec 4.000 msec
 5 i00nye-005-pos9-0.bb.ip-plus.net (138.187.159.22) 92.000 msec 92.000 msec 96.000 msec
 6 nyk-b5-link.telia.net (213.248.96.101) 136.000 msec 92.000 msec 92.000 msec
 7 192.205.34.53 92.000 msec 96.000 msec 92.000 msec
 8 cr1.n54ny.ip.att.net (12.122.131.22) 184.000 msec 168.000 msec 164.000 msec
 9 cr2.cgcil.ip.att.net (12.122.1.2) 168.000 msec 168.000 msec 164.000 msec
 10 cr1.cgcil.ip.att.net (12.122.2.53) 164.000 msec 164.000 msec 172.000 msec
 11 cr2.dvmco.ip.att.net (12.122.31.85) 168.000 msec 168.000 msec 164.000 msec
 12 cr1.slkut.ip.att.net (12.122.30.25) 168.000 msec 164.000 msec 164.000 msec
 13 cr2.la2ca.ip.att.net (12.122.30.30) 164.000 msec 164.000 msec 168.000 msec
 14 cr84.la2ca.ip.att.net (12.123.30.249) 164.000 msec 164.000 msec 168.000 msec
 15 gar5.la2ca.ip.att.net (12.122.129.25) 164.000 msec 164.000 msec 164.000 msec
 16 12.122.255.74 164.000 msec 168.000 msec 164.000 msec
 17 mdf001c7613r0004-gig-12-1.lax1.attens.net (12.129.193.246) 164.000 msec 168.000 msec 164.000 msec
 18 route-server.cerf.net (12.129.193.235) 168.000 msec * 164.000 msec
FROM 212.241.174.1.
FROM to 203.202.125.6
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 0.000 msec
 2 gi2-1-6.cr01.hx2.bb.gxn.net (62.72.142.129) 0.000 msec 0.000 msec 0.000 msec
 3 ldn-b2-link2.telia.net (213.248.100.93) 0.000 msec 4.000 msec 0.000 msec
 4 ldn-bb2-link.telia.net (80.91.250.229) 0.000 msec 4.000 msec 0.000 msec
 5 ldn-b3-link.telia.net (80.91.249.176) 0.000 msec 0.000 msec 0.000 msec
 6 xe-5-2-0-0.lon20.ip4.tinet.net (213.200.78.237) 0.000 msec 0.000 msec 0.000 msec
 7 xe-5-1-0.sjc10.ip4.tinet.net (89.149.185.161) 144.000 msec 144.000 msec 144.000 msec
 8 singtel-gw.ip4.tinet.net (77.67.79.6) 144.000 msec 140.000 msec 144.000 msec
 9 203.208.148.90 304.000 msec 304.000 msec 300.000 msec
 10 * * * 
 11 203.202.125.6 304.000 msec * 304.000 msec
FROM to 216.113.10.50
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 4.000 msec 0.000 msec
 2 gi2-1-6.cr01.hx2.bb.gxn.net (62.72.142.129) 0.000 msec 0.000 msec 0.000 msec
 3 ldn-b2-link2.telia.net (213.248.100.93) 0.000 msec 4.000 msec 0.000 msec
 4 ldn-bb1-link.telia.net (80.91.250.225) 0.000 msec 0.000 msec 0.000 msec
 5 ldn-b1-link.telia.net (80.91.248.89) 4.000 msec 0.000 msec 0.000 msec
 6 savvis-ic-129391-ldn-b1.c.telia.net (213.248.91.162) 0.000 msec 0.000 msec 4.000 msec
 7 204.70.203.121 20.000 msec 4.000 msec 8.000 msec
 8 cr2-tengig-0-7-2-0.londonuk1.savvis.net (204.70.195.133) 0.000 msec 4.000 msec 0.000 msec
 9 cr1-pos-0-3-2-0.chicago.savvis.net (204.70.192.101) 96.000 msec 96.000 msec 92.000 msec
 10 216.113.122.77 112.000 msec 108.000 msec 112.000 msec
 11 ia-piex-gw06-vl10.vtl.net (207.253.253.138) 124.000 msec 116.000 msec 124.000 msec
 12 * * * 
FROM to route-views.ab.bb.telus.com (154.11.98.18)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 4.000 msec 0.000 msec 0.000 msec
 2 gi2-1-6.cr01.hx2.bb.gxn.net (62.72.142.129) 0.000 msec 0.000 msec 0.000 msec
 3 ldn-b2-link2.telia.net (213.248.100.93) 0.000 msec 0.000 msec 0.000 msec
 4 ldn-bb1-link.telia.net (80.91.250.225) 0.000 msec 4.000 msec 0.000 msec
 5 nyk-bb1-link.telia.net (80.91.249.249) 72.000 msec 72.000 msec 72.000 msec
 6 nyk-b1-link.telia.net (213.248.82.14) 76.000 msec 72.000 msec 72.000 msec
 7 telus-ic-123017-nyk-b1.c.telia.net (213.248.77.50) 72.000 msec 76.000 msec 72.000 msec
 8 CLGRAB21GR01.bb.telus.com (154.11.10.217) 128.000 msec 132.000 msec 128.000 msec
 9 route-views.ab.bb.telus.com (154.11.98.18) 132.000 msec * 128.000 msec
FROM to route-server.east.bb.allstream.net (216.191.14.250)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 0.000 msec
 2 te1-4.cr01.nik.bb.gxn.net (62.72.137.250) 12.000 msec 8.000 msec 8.000 msec
 3 gwy1-nyc.bb.allstream.net (195.69.145.122) 116.000 msec 116.000 msec 116.000 msec
 4 * * * 
FROM to 216.18.63.214
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 4.000 msec 0.000 msec
 2 gi2-1-6.cr01.hx2.bb.gxn.net (62.72.142.129) 0.000 msec 0.000 msec 0.000 msec
 3 ldn-b2-link2.telia.net (213.248.100.93) 4.000 msec 0.000 msec 0.000 msec
 4 ldn-bb1-link.telia.net (80.91.250.225) 0.000 msec 0.000 msec 0.000 msec
 5 ldn-b1-link.telia.net (80.91.248.89) 4.000 msec 0.000 msec 0.000 msec
 6 savvis-ic-134093-ldn-b1.c.telia.net (213.248.96.82) 0.000 msec 4.000 msec 0.000 msec
 7 msr1-gig-0-8-0-3.uk1.savvis.net (204.70.202.29) 4.000 msec 4.000 msec 4.000 msec
 8 cr1-tengig-0-7-2-0.londonuk1.savvis.net (204.70.195.129) 0.000 msec 0.000 msec 0.000 msec
 9 cr1-pos-0-3-2-0.chicago.savvis.net (204.70.192.101) 96.000 msec 92.000 msec 96.000 msec
 10 ber1-te-1-0-0.chicagoequinix.savvis.net (204.70.196.22) 92.000 msec 92.000 msec 96.000 msec
 11 208.173.176.210 108.000 msec 112.000 msec 108.000 msec
 12 POS5-0.WANB-TOROONXN.IP.GROUPTELECOM.NET (66.59.191.109) 108.000 msec 108.000 msec 104.000 msec
 13 GE9-1.WANB-TOROON.IP.GROUPTELECOM.NET (66.59.191.34) 104.000 msec 108.000 msec 108.000 msec
 14 * * * 
FROM to route-server.as6667.net (213.192.191.82)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 0.000 msec
 2 vl3953.cr05.tn5.bb.gxn.net (62.72.137.29) 0.000 msec 0.000 msec 0.000 msec
 3 linx1.eunetip.net (195.66.224.114) 4.000 msec 0.000 msec 0.000 msec
 4 so1-0-0-0.bbr1.ffm1.de.eunetip.net (213.192.191.142) 16.000 msec 16.000 msec 20.000 msec
 5 as1-0.bbr1.sto2.se.eunetip.net (213.192.191.198) 36.000 msec 36.000 msec 40.000 msec
 6 as1-0.bbr1.hel2.fi.eunetip.net (213.192.191.133) 44.000 msec 44.000 msec 44.000 msec
 7 route-server.as6667.net (213.192.191.82) 48.000 msec 44.000 msec 44.000 msec
FROM to route-server.ip4.tinet.net (213.200.64.94)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 4.000 msec 0.000 msec 0.000 msec
 2 gi2-1-6.cr02.hx2.bb.gxn.net (62.72.142.130) 0.000 msec 0.000 msec 0.000 msec
 3 195.50.90.201 0.000 msec 0.000 msec 0.000 msec
 4 ae-22-52.car2.London1.Level3.net (4.69.139.99) 4.000 msec 0.000 msec 0.000 msec
 5 xe-2-3-0-0.lon20.ip4.tinet.net (213.200.77.129) 4.000 msec 0.000 msec 0.000 msec
 6 xe-1-0-0.fra23.ip4.tinet.net (89.149.186.182) 16.000 msec xe-3-0-0.fra23.ip4.tinet.net (89.149.184.78) 16.000 msec 16.000 msec
 7 route-server.ip4.tinet.net (213.200.64.94) 16.000 msec * 12.000 msec
FROM to f0-1.route-server.playnet.it (62.48.45.129)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 4.000 msec
 2 gi2-1-6.cr01.hx2.bb.gxn.net (62.72.142.129) 0.000 msec 0.000 msec 0.000 msec
 3 ldn-b2-link2.telia.net (213.248.100.93) 0.000 msec 0.000 msec 4.000 msec
 4 ldn-bb2-link.telia.net (80.91.250.229) 24.000 msec 28.000 msec 0.000 msec
 5 ldn-b3-link.telia.net (80.91.247.88) 4.000 msec 0.000 msec 4.000 msec
 6 xe-5-2-0-0.lon20.ip4.tinet.net (213.200.78.237) 0.000 msec 0.000 msec 0.000 msec
 7 so-5-0-0.mil19.ip4.tinet.net (213.200.82.30) 20.000 msec 20.000 msec 24.000 msec
 8 brain-tech-gw.ip4.tinet.net (213.200.68.154) 24.000 msec 24.000 msec 24.000 msec
 9 vl27.core2.net.playnet.it (62.48.45.250) 40.000 msec 40.000 msec 40.000 msec
 10 f0-1.route-server.playnet.it (62.48.45.129) 40.000 msec * 40.000 msec
FROM to rs.ipv4ilink.net (86.55.0.50)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 0.000 msec
 2 vl3953.cr05.tn5.bb.gxn.net (62.72.137.29) 0.000 msec 4.000 msec 0.000 msec
 3 wFrnk-ge416-linx.de.ipv4ilink.net (195.66.225.101) 16.000 msec 16.000 msec 20.000 msec
 4 wNx-ten84-v17-wFrnk.b.ipv4ilink.net (193.19.195.33) 56.000 msec 48.000 msec 52.000 msec
 5 iNx-ten149-v700-wNx.b.ipv4ilink.net (193.19.194.134) 44.000 msec 44.000 msec 44.000 msec
 6 bbNx-ten16-v20-iNx.b.ipv4ilink.net (193.19.194.210) 48.000 msec 44.000 msec 48.000 msec
 7 bbUnr-ten22-v41-bbNx.b.ipv4ilink.net (193.19.195.9) 44.000 msec 48.000 msec 44.000 msec
 8 aUnr-po12-v27-bbUnr.b.ipv4ilink.net (193.19.194.62) 48.000 msec 48.000 msec 48.000 msec
 9 rs.ipv4ilink.net (86.55.0.50) 52.000 msec 48.000 msec 52.000 msec
FROM to tpr-route-server.saix.net (196.25.9.46)
 1 gi2-44.ar01.hx2.bb.gxn.net (212.241.174.5) 0.000 msec 0.000 msec 0.000 msec
 2 vl3953.cr05.tn5.bb.gxn.net (62.72.137.29) 0.000 msec 0.000 msec 4.000 msec
 3 ge-2-1-0.mpr1.lhr2.uk.above.net (195.66.224.76) 0.000 msec 0.000 msec 0.000 msec
 4 xe-1-0-0.mpr2.lhr3.uk.above.net (64.125.27.174) 0.000 msec 0.000 msec 0.000 msec
 5 ge-4-2-0.mpr1.lhr3.uk.above.net (64.125.27.157) 0.000 msec 4.000 msec 0.000 msec
 6 213-161-92-182.available.lhr.above.net (213.161.92.182) 0.000 msec 0.000 msec 0.000 msec
