"1","2010-03-18","12.129.193.235","154.11.98.18"
"2","2010-03-18","12.129.193.235","164.128.251.50"
"3","2010-03-18","12.129.193.235","196.25.9.46"
"4","2010-03-18","12.129.193.235","203.202.125.6"
"5","2010-03-18","12.129.193.235","212.241.174.1"
"6","2010-03-18","12.129.193.235","213.192.191.82"
"7","2010-03-18","12.129.193.235","213.200.64.94"
"8","2010-03-18","12.129.193.235","216.113.10.50"
"9","2010-03-18","12.129.193.235","216.18.63.214"
"10","2010-03-18","12.129.193.235","216.191.14.250"
"11","2010-03-18","12.129.193.235","62.48.45.129"
"12","2010-03-18","12.129.193.235","64.135.5.58"
"13","2010-03-18","12.129.193.235","66.162.47.58"
"14","2010-03-18","12.129.193.235","66.209.87.106"
"15","2010-03-18","12.129.193.235","69.31.111.255"
"16","2010-03-18","12.129.193.235","86.55.0.50"
"17","2010-03-18","164.128.251.50","12.129.193.235"
"18","2010-03-18","164.128.251.50","154.11.98.18"
"19","2010-03-18","164.128.251.50","196.25.9.46"
"20","2010-03-18","164.128.251.50","203.202.125.6"
"21","2010-03-18","164.128.251.50","212.241.174.1"
"22","2010-03-18","164.128.251.50","213.192.191.82"
"23","2010-03-18","164.128.251.50","213.200.64.94"
"24","2010-03-18","164.128.251.50","216.113.10.50"
"25","2010-03-18","164.128.251.50","216.18.63.214"
"26","2010-03-18","164.128.251.50","216.191.14.250"
"27","2010-03-18","164.128.251.50","62.48.45.129"
"28","2010-03-18","164.128.251.50","64.135.5.58"
"29","2010-03-18","164.128.251.50","66.162.47.58"
"30","2010-03-18","164.128.251.50","66.209.87.106"
"31","2010-03-18","164.128.251.50","69.31.111.255"
"32","2010-03-18","164.128.251.50","86.55.0.50"
"33","2010-03-18","196.25.9.46","12.129.193.235"
"34","2010-03-18","196.25.9.46","154.11.98.18"
"35","2010-03-18","196.25.9.46","164.128.251.50"
"36","2010-03-18","196.25.9.46","203.202.125.6"
"37","2010-03-18","196.25.9.46","212.241.174.1"
"38","2010-03-18","196.25.9.46","213.192.191.82"
"39","2010-03-18","196.25.9.46","213.200.64.94"
"40","2010-03-18","196.25.9.46","216.113.10.50"
"41","2010-03-18","196.25.9.46","216.18.63.214"
"42","2010-03-18","196.25.9.46","216.191.14.250"
"43","2010-03-18","196.25.9.46","62.48.45.129"
"44","2010-03-18","196.25.9.46","64.135.5.58"
"45","2010-03-18","196.25.9.46","66.162.47.58"
"46","2010-03-18","196.25.9.46","66.209.87.106"
"47","2010-03-18","196.25.9.46","69.31.111.255"
"48","2010-03-18","196.25.9.46","86.55.0.50"
"49","2010-03-18","203.202.125.6","12.129.193.235"
"50","2010-03-18","203.202.125.6","154.11.98.18"
"51","2010-03-18","203.202.125.6","164.128.251.50"
"52","2010-03-18","203.202.125.6","196.25.9.46"
"53","2010-03-18","203.202.125.6","212.241.174.1"
"54","2010-03-18","203.202.125.6","213.192.191.82"
"55","2010-03-18","203.202.125.6","213.200.64.94"
"56","2010-03-18","203.202.125.6","216.113.10.50"
"57","2010-03-18","203.202.125.6","216.18.63.214"
"58","2010-03-18","203.202.125.6","216.191.14.250"
"59","2010-03-18","203.202.125.6","62.48.45.129"
"60","2010-03-18","203.202.125.6","64.135.5.58"
"61","2010-03-18","203.202.125.6","66.162.47.58"
"62","2010-03-18","203.202.125.6","66.209.87.106"
"63","2010-03-18","203.202.125.6","69.31.111.255"
"64","2010-03-18","203.202.125.6","86.55.0.50"
"65","2010-03-18","212.241.174.1","12.129.193.235"
"66","2010-03-18","212.241.174.1","154.11.98.18"
"67","2010-03-18","212.241.174.1","164.128.251.50"
"68","2010-03-18","212.241.174.1","196.25.9.46"
"69","2010-03-18","212.241.174.1","203.202.125.6"
"70","2010-03-18","212.241.174.1","213.192.191.82"
"71","2010-03-18","212.241.174.1","213.200.64.94"
"72","2010-03-18","212.241.174.1","216.113.10.50"
"73","2010-03-18","212.241.174.1","216.18.63.214"
"74","2010-03-18","212.241.174.1","216.191.14.250"
"75","2010-03-18","212.241.174.1","62.48.45.129"
"76","2010-03-18","212.241.174.1","64.135.5.58"
"77","2010-03-18","212.241.174.1","66.162.47.58"
"78","2010-03-18","212.241.174.1","66.209.87.106"
"79","2010-03-18","212.241.174.1","69.31.111.255"
"80","2010-03-18","212.241.174.1","86.55.0.50"
"81","2010-03-18","213.192.191.82","12.129.193.235"
"82","2010-03-18","213.192.191.82","12.129.193.235"
"83","2010-03-18","213.192.191.82","154.11.98.18"
"84","2010-03-18","213.192.191.82","164.128.251.50"
"85","2010-03-18","213.192.191.82","196.25.9.46"
"86","2010-03-18","213.192.191.82","203.202.125.6"
"87","2010-03-18","213.192.191.82","212.241.174.1"
"88","2010-03-18","213.192.191.82","213.200.64.94"
"89","2010-03-18","213.192.191.82","216.113.10.50"
"90","2010-03-18","213.192.191.82","216.18.63.214"
"91","2010-03-18","213.192.191.82","216.191.14.250"
"92","2010-03-18","213.192.191.82","62.48.45.129"
"93","2010-03-18","213.192.191.82","64.135.5.58"
"94","2010-03-18","213.192.191.82","66.162.47.58"
"95","2010-03-18","213.192.191.82","66.209.87.106"
"96","2010-03-18","213.192.191.82","69.31.111.255"
"97","2010-03-18","213.192.191.82","86.55.0.50"
"98","2010-03-18","216.113.10.50","12.129.193.235"
"99","2010-03-18","216.113.10.50","154.11.98.18"
"100","2010-03-18","216.113.10.50","164.128.251.50"
"101","2010-03-18","216.113.10.50","196.25.9.46"
"102","2010-03-18","216.113.10.50","203.202.125.6"
"103","2010-03-18","216.113.10.50","212.241.174.1"
"104","2010-03-18","216.113.10.50","213.192.191.82"
"105","2010-03-18","216.113.10.50","213.200.64.94"
"106","2010-03-18","216.113.10.50","216.18.63.214"
